SongNumber,SongID,AlbumID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,Energy,KeySignature,KeySignatureConfidence,SongHotttnesss,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
4961,b'SOAWVZG12A8C1443A5',611922,,b'',,b'Zeca Baleiro',0.0,195.00363,0.0,7,0.556,0.6030245814555001,66.49,4,0.734,b'Proibida Pra Mim (Grazon)',2000
4962,b'SOEVOMG12AC4688558',605561,18.11526,b'Jamaica',-77.27348,b'Mikey Dread',0.0,152.00608,0.0,6,0.442,nan,159.659,4,0.153,b'Livin in the Jungle',0
4963,b'SOMYRRN12A3F1EA18C',142144,,b'',,b'Francis Dhomont',0.0,540.49914,0.0,1,0.45,0.21204540548371908,154.045,3,0.494,b'Chiaroscuro',0
4964,b'SORYPZH12AB0186EDE',584447,,b'',,b'Capital Tax',0.0,262.79138,0.0,10,0.324,nan,105.995,4,1.0,b"Givin' It Back",0
4965,b'SOSNABG12A6D4F7521',38873,29.07904,b'Hermosillo Sonora Mexico',-110.94695,b'Yahir',0.0,253.28281,0.0,2,0.468,nan,95.993,5,0.918,b'Amigo (Con el Coro de Infantes de la Basilica de Guadalupe)',0
4966,b'SOCYTLD12CF546325E',283426,,b'The Bronx New York',,b'Jennifer Lopez',0.0,247.77098,0.0,5,0.448,nan,132.731,4,0.58,b'We Gotta Talk',2001
4967,b'SOEURME12AC3DF81F5',603118,,b'',,b'Joe Grushecky',0.0,257.95873,0.0,2,0.249,nan,124.858,4,0.383,b'Cracking Under Pressure 83',0
4968,b'SOIFUXC12AB0182A9B',531645,41.51776,b'Connecticut',-72.75753,b'Bomb Squad',0.0,115.69587,0.0,8,0.382,nan,175.708,7,0.703,b'Never Be (Bonus Track)',0
4969,b'SOWVZEP12A6D4F7441',85163,,b'',,b'Sukhbir',0.0,339.87873,0.0,0,0.113,0.2884816426560289,180.025,4,0.103,b'Balle Balle',0
4970,b'SOYXIXE12AB018388E',331330,,b'',,b'Johnny Carver',0.0,169.27302,0.0,9,0.8,nan,163.081,4,0.213,b"Goodtime Charlie's Got The Blues",0
4971,b'SOHMNPP12A58A7AE4B',23447,,b'',,b'Josh Turner',0.0,207.93424,0.0,0,0.553,0.40790171721807383,87.029,3,0.332,b"What It Ain't",0
4972,b'SOAXYAX12A6D4FE44D',128106,33.6671,b'Orange County CA',-117.76505,b'Atreyu',0.0,74.34404,0.0,10,0.268,0.6638119036078568,90.625,4,0.399,b'Blood Children (an Introduction) (Album Version)',2004
4973,b'SOVDYQP12AB01824EC',439748,,b'Austin TX',,b'Dixie Chicks',0.0,201.16853,0.0,2,0.634,0.7063174733904951,153.447,1,0.0,b'Hole In My Head',1999
4974,b'SOFUODO12A8C1403E6',308407,32.29869,b'Jackson MS',-90.18049,b'Otis Spann',0.0,318.22322,0.0,2,0.337,nan,114.241,1,0.0,b'Someday Baby',1995
4975,b'SOTINEI12A6D4FB826',49911,,b'',,b'Anneli Drecker',0.0,262.50404,0.0,8,0.052,0.36727341580934564,120.196,4,0.0,b'Fire Alarm',0
4976,b'SOZZEXN12AB0184E54',711692,,b'',,b'Pyrolator',0.0,180.24444,0.0,4,0.281,0.0,90.248,5,0.437,b'Passage To Melilla',2005
4977,b'SOYYSKP12A67021A9E',13924,51.50632,b'London',-0.12714,b'Ms. Dynamite',0.0,56.13669,0.0,9,0.626,0.6068072928412985,112.991,3,0.768,b'Natural High (Interlude)',2002
4978,b'SORAUDM12AB0181656',624882,,b'Gilmer TX',,b'Freddie King',0.0,332.45995,0.0,2,1.0,nan,159.869,4,0.809,b'Key To The Highway',1971
4979,b'SOJBPQJ12A8AE4738C',279413,41.88415,b'CHICAGO US',-87.63241,b'Cartel',0.0,234.1873,0.0,0,0.496,nan,151.956,4,0.854,b'Georgia',0
4980,b'SOKAQXL12AB0183208',405866,,b'',,b'Rajery',0.0,294.24281,0.0,4,0.378,0.2334994855627058,153.922,5,1.0,b'Mihodina ny tany',0
4981,b'SOKFHZG12AB0183FE5',634063,,b'',,b'Beogradski Sindikat',0.0,298.68363,0.0,5,0.67,0.0,190.042,4,0.237,b'Plejersko ponasanje',0
4982,b'SOYRTWG12A8C142BC1',477767,34.05349,b'Los Angeles CA',-118.24532,b'Johnny Horton',0.0,132.23138,0.0,7,0.623,0.439202489315343,179.49,1,0.0,b'The Woman I Need (Honky Tonk Mind)',2000
4983,b'SOYQHTY12AC95F048D',785343,,b'',,b'Steinwolke',0.0,409.88689,0.0,7,0.038,nan,83.697,4,1.0,b'Erinnerung an die Meseta',0
4984,b'SODMROH12A8C13677E',90438,40.71455,b'New York NY',-74.00712,b'Alan Silvestri',0.0,81.50159,0.0,0,0.377,0.26695518627553855,84.615,1,0.921,b'Full House',2006
4985,b'SOCRYER12A6701CD40',10168,34.05349,b'Los Angeles California',-118.24532,b'Dilated Peoples',0.0,236.59057,0.0,11,0.662,0.5854528517755737,88.176,4,0.622,b'World On Wheels',2004
4986,b'SOPTWAH12AB017F9CE',405866,,b'',,b'Rajery',0.0,219.48036,0.0,4,0.475,0.0,132.666,5,0.909,b'Mahafinaritra',2005
4987,b'SOQMDJS12A8C138341',162827,40.71455,b'New York',-74.00712,b'Helmet',0.0,220.31628,0.0,7,0.024,0.5840941334451862,144.447,4,0.709,b'Tic',1994
4988,b'SOPOKGS12AB01823C0',371428,,b'',,b'Drouz',0.0,286.98077,0.0,0,0.372,0.0,85.187,3,0.665,b'Turn Me Around',0
4989,b'SOQQUFP12AB0189123',661537,37.77916,b'California - SF',-122.42005,b'Mind Furniture',0.0,221.04771,0.0,2,0.73,nan,84.57,5,0.198,b'Hoop of Flame (III. Between Two Worlds)',0
4990,b'SOJSJTR12AB0188131',681230,40.71455,b'New York NY',-74.00712,b'Tiny Tim',0.0,177.00526,0.0,10,0.571,nan,105.85,4,0.0,b'Stay Down Here Where You Belong',1968
4991,b'SOEZPZF12AC468E07F',746212,,b'',,b'Die Bandbreite',0.0,289.38404,0.0,8,0.044,nan,90.889,4,0.514,b'Try to live',0
4992,b'SOBFXZB12A8C1357BB',260850,,b'',,b'12 Gauge',0.0,185.28608,0.0,1,0.238,0.0,85.078,5,1.0,b'Dawg Call (Acappella)',0
4993,b'SOUZXYV12A8C13CADA',542091,,b'',,b'Erkki Junkkarinen',0.0,218.93179,0.0,4,0.694,0.34580223396532944,164.769,3,1.0,b'Nuoruusmuistoja',2002
4994,b'SODDIDB12A8AE463BD',236595,,b'Toyohashi Japan',,b'Kitaro',0.0,410.06975,0.0,7,0.03,0.39200877147130697,126.339,4,0.329,b'Quasar',2006
4995,b'SOVGXVD12A58A7D23B',640908,,b'Fairfax California',,b'Chris Brown',0.0,182.22975,0.0,2,0.689,0.5819871566886738,66.696,3,0.982,b'I Love U',0
4996,b'SOJMWVB12A8C14216A',473068,,b'',,b'Flutlicht',0.0,513.56689,0.0,8,0.258,nan,140.997,4,0.287,b'Ahmea',2000
4997,b'SOHKXRA12AB017CB5C',326830,,b'Casablanca Morocco',,b'Alain Souchon',0.0,231.31383,0.0,5,0.187,nan,103.414,7,0.378,b'Le Bagad De Lann Bihoue',0
4998,b'SOZTGFX12AB0181283',395388,,b'New York NY [Queens]',,b'Capone-N-Noreaga',0.0,217.41669,0.0,5,0.0,0.49545313652464545,157.665,4,0.454,b'Beef',2009
4999,b'SOYWFOK12AB0187CC0',505308,,b'',,b'Patric C',0.0,236.82567,0.0,7,0.043,0.0,153.978,4,1.0,b'Find The Office',0
5000,b'SOBRJMH12AB018B853',673803,35.472,b'Oklahoma City OK',-97.52033,b'Tommy Overstreet',0.0,169.22077,0.0,5,0.669,nan,93.72,4,0.38,b'If I Miss You Again Tonight',0
5001,b'SOAAQAB12A8AE4769F',186364,53.4796,b'Manchester England',-2.24881,b'Happy Mondays',0.0,342.59546,0.0,10,0.0,0.34580223396532944,101.831,4,0.097,b'Wrote For Luck (12" - Remastered version)',1988
5002,b'SOKVWHI12AB018B0AA',819713,46.71067,b'FRANCE',1.71819,b'Jean-michel Rotin',0.0,177.91955,0.0,0,0.221,nan,121.987,4,1.0,b'Swing',0
5003,b'SORLCKK12A58A7BAB4',148146,,b'',,b'Charlie Peacock',0.0,291.21261,0.0,1,0.413,0.0,100.862,4,0.95,b'After Lovin You (Love Life Album Version)',1991
5004,b'SOGYGFM12A58A77D96',365417,,b'West London England',,b'Aswad',0.0,242.07628,0.0,5,0.574,nan,146.313,4,0.036,b'Your Recipe',0
5005,b'SOTIDVB12A58A7E5C7',239673,,b'',,b'Amorphis',0.0,228.85832,0.0,2,0.126,0.3277366831778408,102.164,3,0.692,b'Privilege of Evil (From the Privilege of Evil EP)',0
5006,b'SOZXHBQ12AB0186626',756813,,b'',,b'The Plimsouls',0.0,192.13016,0.0,4,0.623,0.47309773045968884,162.907,4,0.118,b'Women',1981
5007,b'SOFVRHN12A8C134119',286048,,b'',,b'Sabda Brahma',0.0,254.64118,0.0,0,0.434,nan,157.972,4,0.657,b'Highest State of Consciousness',0
5008,b'SOFZBJR12A8C13C45D',191680,,b'',,b'Extrabreit',0.0,283.14077,0.0,0,0.601,nan,145.093,4,0.0,b'Break That Ice',0
5009,b'SOZOKIL12A6701EE9B',2434,,b'',,b'Ben Harper And The Blind Boys Of Alabama',0.0,234.65751,0.0,6,0.458,0.6538708856928445,164.637,4,1.0,b'Take My Hand',2004
5010,b'SOLASJA12AB01896B8',246493,,b'Fargo ND',,b'Jonny Lang',0.0,182.80444,0.0,7,0.729,0.6363815650066434,111.266,4,0.766,b'One Person At A Time',2006
5011,b'SOUHAOJ12AB0187C31',765908,46.20835,b'Geneva Switzerland',6.1427,b'Lionel Rogg',0.0,70.03383,0.0,9,0.482,nan,95.426,7,0.625,b'Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus (Remasteris\xc3\xa9 En 2010)',0
5012,b'SOYUJBX12A81C23080',131603,,b'',,b'Erkki Junkkarinen',0.0,195.65669,0.0,0,0.403,nan,121.649,4,0.184,b'Siks oon m\xc3\xa4 suruinen',0
5013,b'SOLMEXI12A8C140CF9',312854,,b'',,b'Deitrick Haddon',0.0,234.47465,0.0,0,0.476,0.56142851762879,131.065,4,1.0,b"Don't Take Your Spirit Away",2008
5014,b'SOEGYJV12A8AE47396',477674,18.01571,b'Kingston Jamaica',-76.79731,b'Sugar Minott',0.0,185.99138,0.0,7,0.759,0.5647575777499548,167.947,4,0.492,b'Jah Jah Children',1977
5015,b'SOHHDMY12A8C136E9A',154721,,b'',,b'Line Renaud',0.0,179.93098,0.0,2,0.518,0.0,80.053,3,0.579,b'Vous Qui Passez Sans Me Voir',0
5016,b'SOZGQLE12AB018672C',225353,,b'St. Catharines ON Canada',,b'Alexisonfire',0.0,212.11383,0.0,8,0.308,nan,89.89,3,0.575,b'Mailbox Arson',2005
5017,b'SOXAATM12A58A7ABA8',307881,34.05349,b'California - LA',-118.24532,b'Kane',0.0,220.76036,0.0,3,0.116,nan,89.975,3,1.0,b'All I Can Do',2005
5018,b'SOMMFDF12A58A7DB85',226851,42.31256,b'Boston MA',-71.08868,b'Bob Margolin',0.0,204.09424,0.0,10,0.223,0.48456252996792964,108.496,1,0.0,b'Lost Again',0
5019,b'SORWHKK12A8C13F549',224617,,b'',,b'Al Toomer',0.0,225.90649,0.0,11,0.438,0.0,113.282,3,0.499,b'Finish the Job',0
5020,b'SONBILX12AB0188421',665471,35.21962,b'North Carolina',-80.01955,b'John Brown',0.0,113.97179,0.0,10,0.0,0.0,101.074,4,0.422,b'Ms. Marseilles',0
5021,b'SOKIAJX12A6D4FA7F3',65479,,b'ITALY',,b'Utopia',0.0,435.93098,0.0,2,0.409,nan,110.301,4,0.335,b'Hiroshima',0
5022,b'SONYFHJ12A8C13CAB8',211944,,b'',,b'Facto Delafe y las flores azules',0.0,100.362,0.0,7,0.038,0.5184187065975314,96.007,4,1.0,b'Desde el este',2007
5023,b'SOLSWAC12AAF3B5258',530333,39.95227,b'Philadelphia PA',-75.16237,b'David Raksin',0.0,141.40036,0.0,8,0.738,nan,73.961,3,0.761,b'The Bad And The Beautiful',0
5024,b'SOXWZTG12A8C13AF7C',299156,,b'Severn MD',,b'Toni Braxton',0.0,258.48118,0.0,6,0.462,0.5998686640092785,91.066,4,0.972,b'Let Me Show You The Way (Out)',2002
5025,b'SORMJDF12A8C13C321',296781,51.50632,b'London England',-0.12714,b'Nick Ingman',0.0,186.61832,0.0,10,0.804,0.23528047821920517,117.45,4,0.672,b'The Marquis and the Scaffold (From "Quills")',0
5026,b'SOUFDVM12A8C1441D6',316960,,b'',,b'Casiotone For The Painfully Alone',0.0,26.80118,0.0,1,0.0,nan,100.919,4,0.604,b'Bad People',2008
5027,b'SONGCRV12AC468AE46',595767,41.50471,b'Cleveland OH',-81.69074,b'Albert Ayler',0.0,632.34567,0.0,11,0.531,nan,71.642,5,0.864,b'Music Is The Healing Force Of The Universe',1969
5028,b'SOOYURE12AB0186349',465810,39.73926,b'Illinois',-89.50409,b'Tijuana Hercules',0.0,178.49424,0.0,11,0.0,nan,119.38,3,1.0,b'When The Moon Comes Up Wild',0
5029,b'SOBBWSO12A8C13C787',264715,,b'',,b'Fania All Stars',0.0,342.30812,0.0,11,0.0,nan,92.097,7,0.835,b'Soul makossa',0
5030,b'SOIEMZS12A670216C9',8907,27.9758,b'Florida',-81.54106,b'Ideal',0.0,191.73832,0.0,10,0.28,0.4733465411087876,95.572,4,1.0,b'Roter Rolls Royce',0
5031,b'SOKZSOY12A81C206D5',179583,,b'Providence RI',,b'Monty Are I',0.0,245.10649,0.0,8,0.452,0.6624931608196217,189.917,4,0.297,b'In This Legacy',2006
5032,b'SOEGXRQ12A8C141170',315785,,b'',,b'Midnight Fish',0.0,300.82567,0.0,9,0.458,0.0,96.679,5,0.516,b'Baby Here I Am',0
5033,b'SOBWZPF12A8C1414CC',172858,,b'',,b'Mariano Yanani',0.0,216.68526,0.0,7,0.721,0.0,89.933,3,0.555,b'Adagio (Albinoni)',0
5034,b'SOHMKHQ12A8C139C40',210302,32.74863,b'Fort Worth TX',-97.32925,b'King Curtis',0.0,127.03302,0.0,9,0.914,nan,136.089,1,0.0,b'The Lone Prairie',0
5035,b'SOFTBIU12A8C130B7E',237924,,b'Pittsburgh PA',,b'Anti-Flag',0.0,115.53914,0.0,1,0.629,0.630325326733018,189.134,4,0.0,b'Death Of A Nation',2003
5036,b'SOZQDCY12A58A7D5CD',598764,32.58507,b'Mississippi',-89.87374,b'The Jackson Southernaires',0.0,272.53506,0.0,2,0.534,nan,113.643,1,0.161,b'When We All Get To Heaven',0
5037,b'SOCLRZA12A81C22F81',273658,,b'',,b'Mighty Diamonds',0.0,256.7571,0.0,10,0.739,0.26586104921065007,85.043,4,0.03,b'Free Africa',0
5038,b'SOTDNWF12AB0186452',505433,52.51607,b'Berlin Germany',13.37698,b'Atari Teenage Riot',0.0,249.46893,0.0,2,0.498,0.21508031850922793,100.341,4,0.933,b'Revolution Action',1999
5039,b'SOUVGPX12A8C13CE77',216084,42.33168,b'Detroit MI',-83.04792,b'James Carter',0.0,366.0273,0.0,8,0.41,0.47212111953959446,140.666,4,0.29,b"Dodo's Bounce",2008
5040,b'SODWTYQ12AB018A257',659225,36.97402,b'Santa Cruz CA',-122.03095,b'Scott Weiland',0.0,321.01832,0.0,5,0.0,0.49271363957256076,112.68,4,0.625,b'The Date ( LP Version )',1998
5041,b'SOHFBGI12AB01831E1',438975,,b'',,b'DJ Isaac',0.0,274.18077,0.0,10,0.551,nan,172.133,1,0.0,b'The Hardway',0
5042,b'SOKMXBB12A67AD85BC',67219,30.19145,b'Vinton LA',-93.58068,b'Clarence "Gatemouth" Brown',0.0,325.19791,0.0,2,0.828,0.42744657148843085,136.38,1,0.14,b'Up Jumped The Devil',0
5043,b'SOILGNH12A8C14537E',478335,,b'',,b'X-tv',0.0,279.14404,0.0,7,0.842,nan,146.037,4,0.552,b'Skate alone',0
5044,b'SOAJTFZ12AB0186524',764876,,b'Guerrero',,b'Beto y sus Canarios',0.0,197.72036,0.0,10,0.453,0.6128610945061752,120.546,1,0.0,b'Noche Eterna',0
5045,b'SOIYAIE12A58A7CEE2',375400,,b'',,b'The London Theatre Orchestra',0.0,78.94159,0.0,5,0.072,0.25967810700914495,107.662,3,1.0,b'Babylon 5',0
5046,b'SOHIEPQ12A58A770F6',668413,25.89958,b'Brownsville TX',-97.49553,b'Kris Kristofferson',0.0,183.06567,0.0,7,0.027,0.21508031850922793,138.094,4,0.827,b'Killer Barracuda',1995
5047,b'SOBMPPH12A6D4F87E1',28279,,b'New Jersey',,b'The Misfits',0.0,82.1024,0.0,2,0.709,nan,185.615,1,0.0,b'She (1997 Digital Remaster)',1996
5048,b'SOSJYAJ12A6D4FCA04',176769,,b'',,b'Grayson Capps',0.0,124.18567,0.0,2,0.011,0.49770580953734467,101.076,4,0.484,b'Give It To Me',2006
5049,b'SOMOMNY12A8C14549F',379460,,b'',,b'Gran Coquivacoa',0.0,185.0771,0.0,6,0.083,nan,81.255,4,0.0,b'Frente A Tu Altar',0
5050,b'SOPFUJH12A8C1460C9',479468,,b'',,b'Patrick Bruel',0.0,263.94077,0.0,9,0.733,nan,140.696,4,0.245,b"L'Appart",1991
5051,b'SOKKHGP12A8C13768C',94602,,b'London England',,b'Nirvana',0.0,1061.79873,0.0,4,0.155,nan,131.056,4,0.374,b"Nevermind_ It's An Interview",0
5052,b'SOUCLTK12A8C141490',224258,,b'',,b'Carl Smith',0.0,107.62404,0.0,4,0.618,0.0,109.449,4,0.569,b"If You Don't Somebody Else Will",0
5053,b'SOBSEGK12A58A7BEBF',340299,,b'',,b'Sex Pistols',0.0,129.93261,0.0,8,0.783,0.7048527132188785,129.722,1,0.0,b'Seventeen',1977
5054,b'SOTSIIH12A8C13A516',212218,,b'',,b'Caf\xc3\xa9 Quijano',0.0,262.37342,0.0,11,0.386,0.4051157216913865,102.677,4,0.752,b'Poes\xc3\xada De Amor',1998
5055,b'SODKRYJ12AC468A00F',599957,,b'',,b'Brian Free & Assurance',0.0,207.04608,0.0,11,0.715,0.2667313241101505,108.565,4,0.924,b'The Coming Of The King',0
5056,b'SOTQGSB12AB01894AE',649320,,b'Vidor TX',,b'Tracy Byrd',0.0,190.27546,0.0,9,0.567,nan,137.528,4,0.0,b"Take Me Fishin'",0
5057,b'SOGOISU12AAF3B27B1',323415,27.53092,b'Laredo TX',-99.502,b'Poncho Sanchez',0.0,307.09506,0.0,5,0.501,nan,211.806,4,0.298,b'Co Co My My',2002
5058,b'SOOBOKE12A8C136227',144927,,b'',,b'Dead Kennedys',0.0,182.04689,0.0,5,0.692,0.7988956524829298,223.62,1,0.0,b'The Man with the Dogs',1979
5059,b'SOFKRIR12AB017CFE4',401201,33.52029,b'Birmingham AL',-86.8115,b'Hank Penny & Sue Thompson',0.0,119.58812,0.0,3,0.668,nan,140.151,3,0.941,b"Walkin' In The Snow",0
5060,b'SOOMSZH12AB0189A6F',704388,,b'',,b'Johnny Osbourne',0.0,202.03057,0.0,0,0.702,nan,136.72,1,0.0,b'Folly Ranking',2007
5061,b'SODPMFZ12A8C135E5A',92560,35.66693,b' NC',-80.46935,b'Britt Nicole',0.0,203.78077,0.0,1,0.646,0.5216592580484611,132.021,4,0.458,b'Good Day',2007
5062,b'SOOJGLP12A58A78410',568482,,b'',,b'Tyrone Taylor',0.0,224.65261,0.0,10,0.421,nan,81.936,3,1.0,b'Midnight Hour',0
5063,b'SOJRKRL12AB018C221',811989,40.71455,b'NY - New York City',-74.00712,b'Al Duvall',0.0,167.28771,0.0,6,0.26,0.0,118.029,4,0.0,b'Dark Inside',0
5064,b'SOZFJWK12AB01852DC',538683,35.21962,b'North Carolina',-80.01955,b'JennyAnyKind',0.0,251.01016,0.0,7,0.013,nan,117.416,4,0.984,b"Didn't You Notice",0
5065,b'SOFNMLB12AB0183FF8',630476,,b'',,b'Jeff And Sheri Easter',0.0,279.84934,0.0,1,0.798,nan,122.023,4,1.0,b'Praise His Name (Low Key-Studio Track w/o Background Vocals)',0
5066,b'SOXPMCW12AB017D2D6',739944,,b'City of Angels',,b'Winds Of Plague',0.0,246.04689,0.0,2,0.266,0.6272025955607587,140.238,7,0.837,b'Soldiers Of Doomsday\xc2\xa0',2009
5067,b'SOSJENW12AB0185F30',558721,,b'',,b'Cherish The Ladies',0.0,134.81751,0.0,2,0.044,nan,118.182,5,0.374,b'The Shaskeen / Gan Ainm',1999
5068,b'SONSSFN12A58A7C412',7091,,b'',,b'Nicole C. Mullen',0.0,237.16526,0.0,8,0.377,nan,104.039,4,0.899,b'Shooby (Live Version)',0
5069,b'SOBFTEV12A8C13B4A4',166629,,b'Los Angeles California',,b'Eagles',0.0,261.17179,0.0,5,0.449,0.5676565867681245,92.186,4,0.468,b"I Don't Want To Hear Any More",2007
5070,b'SOBNCWM12AC4689D40',599591,6.47279,b'Venezuela',-66.58904,b'Edmundo Ros',0.0,168.88118,0.0,0,0.622,nan,199.894,1,0.0,b'Congo',0
5071,b'SOZIVOA12A6D4FA4BD',65516,,b'',,b"Eden's Bridge",0.0,337.13587,0.0,2,0.416,0.0,79.13,5,0.7,b'By My Spirit  ()',0
5072,b'SOMYNRK12AB018A4CD',798276,,b'',,b'Kali',0.0,601.99138,0.0,2,0.601,0.0,128.999,4,0.327,b'No. 284',0
5073,b'SOMUBQM12A8C13ABC0',343322,,b'',,b'Joy Division',0.0,241.08363,0.0,5,0.316,0.46630483075728635,133.331,4,0.278,b'A Means To An End [Live at Birmingham University] [2007 Re-mastered]',0
5074,b'SONUVBF12AB017CFDC',449631,53.89128,b'Quebec',-68.43114,b'Ino',0.0,392.35873,0.0,0,0.591,nan,124.997,5,0.736,b'Silence tells you all',0
5075,b'SOIJTGT12AB017D995',342182,33.54243,b'Sunflower MS',-90.53727,b'Jerry Butler',0.0,164.70159,0.0,9,0.07,nan,71.171,4,0.59,b'Let It Be Me(with Betty Everrett)',0
5076,b'SOAYOFO12AF72A4B88',283324,,b'The Bronx New York',,b'Jennifer Lopez',0.0,211.56526,0.0,6,0.334,0.8047496937743612,104.796,4,1.0,b'Play',2001
5077,b'SOCGBAY12AB017C78E',336779,,b'',,b'Eason Chan',0.0,226.55955,0.0,0,0.785,nan,119.977,4,1.0,b'Been Sick Lung',0
5078,b'SONQTZF12AB0181781',468483,,b'Brooklyn NY',,b'Neil Sedaka',0.0,256.9922,0.0,4,0.138,0.37598430150044215,159.184,1,0.0,b'Superbird',0
5079,b'SOQLNEY12B0B8062FA',443784,,b'Sheffield South Yorkshire Engla',,b'Arctic Monkeys',0.0,141.13914,0.0,1,0.043,nan,144.955,4,0.619,b'Dancing Shoes',2004
5080,b'SOLQIRG12A8AE47400',785963,34.05349,b'California - LA',-118.24532,b'Kofi',0.0,231.33995,0.0,0,0.659,0.24047374606428715,59.957,1,0.0,b"Don't Let Go",0
5081,b'SOEPOUR12A58A7839C',238210,39.14465,b'Ramsey Fayette County IL',-89.10827,b'Tex Williams',0.0,147.82649,0.0,0,0.732,nan,168.879,4,0.736,b'Just A Pair Of Blue Eyes',0
5082,b'SOJEUHQ12A6D4FC92D',177276,,b'',,b'Amber Nicholson',0.0,252.55138,0.0,8,0.332,0.27074649435019904,95.061,4,0.415,b"Tonight It's Just Me",0
5083,b'SOWRMRV12A8C13E406',303735,,b'',,b'Lonestar',0.0,245.7073,0.0,9,0.561,0.30416950343527516,92.025,3,0.0,b'Amie',1997
5084,b'SOTRCOC12A6D4F868C',270297,,b'',,b'Sierra Maestra',0.0,318.56281,0.0,2,0.792,0.0,117.766,1,0.0,b'No Me Llores M\xc3\xa1s',1994
5085,b'SOFKBNW12A8C13E536',110112,,b'',,b'Freddie McGregor',0.0,249.18159,0.0,4,0.346,nan,92.972,4,0.912,b'Cover For Me',0
5086,b'SODSJMD12A58A79533',285051,,b'',,b'Erick Sermon',0.0,187.42812,0.0,6,0.006,0.5946794489150473,88.878,4,0.932,b'Freak Out',0
5087,b'SOPHADT12A8C14245D',375621,,b'Haifa Israel',,b'Gene Simmons',0.0,112.06485,0.0,0,0.253,nan,140.148,4,0.197,b'Bad Boy Willie',0
5088,b'SOOCPZM12A8C1379F0',92906,,b'',,b'SANSHIRO',0.0,272.95302,0.0,5,0.314,nan,147.395,4,0.0,b'Morgane regarde le ciel',0
5089,b'SOMBYVD12AB01884BE',575281,,b'',,b'Albert Pr\xc3\xa9jean',0.0,169.482,0.0,3,0.0,nan,210.636,3,0.588,b'Dede De Montmartre',0
5090,b'SOMWYRR12A8C143501',611163,34.05349,b'California - LA',-118.24532,b'Circle Jerks',0.0,88.89424,0.0,1,0.197,0.7795271682900937,156.605,1,0.0,b'Paid Vacation',1980
5091,b'SOGPNMB12A8C141375',314532,,b'',,b'James Newton Howard',0.0,54.96118,0.0,2,0.653,0.4330050772745855,189.037,3,0.366,b'Photographs',1999
5092,b'SOFVVWJ12AB0183B6A',556611,,b'',,b'Spok Frevo Orquestra',0.0,269.73995,0.0,2,0.446,nan,71.156,4,0.246,b'Passo De Anjo',2007
5093,b'SOLBPPU12AB0187DD7',674944,,b'',,b'Ace Da Vinci',0.0,269.68771,0.0,11,0.561,0.0,211.059,4,0.658,b'D Solo',0
5094,b'SOOYRFK12A6D4FB5CA',228539,,b'',,b'Liquid Stranger',0.0,551.54893,0.0,5,0.503,0.38293509007501925,93.328,4,0.311,b'We Meet at Last',2007
5095,b'SOONKTB12AC3DFA982',603302,34.26624,b'Pacoima CA',-118.4164,b'Andrae Crouch',0.0,174.602,0.0,7,0.65,nan,164.647,1,0.0,b'I\x19ve Got Confidence',0
5096,b'SOEVIQU12A8C134A62',152395,,b'',,b'Academy/Marriner',0.0,377.10322,0.0,10,0.202,nan,118.712,3,0.641,b'Andante Cantabile (String Quartet No 1 In D Major',0
5097,b'SOLBDUG12AB0183A49',488730,,b'',,b'Daouda',0.0,208.37832,0.0,2,0.033,nan,104.72,4,0.859,b'Mon coeur balance',0
5098,b'SOSZHRE12AB018BB5F',765824,,b'',,b'Boney James And Rick Braun',0.0,243.48689,0.0,9,0.681,0.0,96.136,3,0.556,b'Shake It Up (Album Version)',2000
5099,b'SOIUEQG12A8C134F30',188216,,b'',,b'Marc Shaiman',0.0,154.122,0.0,2,0.496,nan,131.615,4,0.469,b"We're New Yorkers Now!",1999
5100,b'SOJXOVT12AB018581C',557587,33.56173,b'Aiken SC',-81.72239,b'John Berry',0.0,239.20281,0.0,7,0.0,0.2554967787540802,126.533,4,0.733,b"Let's Fall In Love This Christmas",0
5101,b'SOTBQVH12A58A7B6C7',282364,,b'Santa Monica CA',,b'Teena Marie',0.0,345.67791,0.0,6,0.481,0.26695518627553855,99.978,3,0.978,b'Help Youngblood Get To the Freaky Party',1984
5102,b'SOEHUNR12AB017C920',493219,,b'',,b'Percy Faith And His Orchestra',0.0,220.15955,0.0,7,0.314,nan,55.233,4,1.0,b'The Song From Moulin Rouge',1953
5103,b'SOJHMFW12B0B80B79B',23876,,b'New York NY',,b'Beastie Boys',0.0,247.7971,0.0,9,0.0,nan,100.788,4,0.899,b'Shadrach',1989
5104,b'SOQTJWB12A670218FD',12546,,b'',,b'Bob Newhart',0.0,72.33261,0.0,10,0.492,nan,133.721,3,0.956,b'Herb Philbrick - Counter Spy ( LP Version )',1961
5105,b'SORXBMW12A6310E268',1789,,b'',,b'Jyve V',0.0,191.92118,0.0,10,0.124,nan,132.082,4,0.694,b'Maria Morena',0
5106,b'SOHHJYE12CF530E53A',130598,,b'Madrid Spain',,b'Enrique Iglesias',0.0,222.14485,0.0,8,0.918,nan,114.983,4,1.0,b'Do You Know? (The Ping Pong Song)',2007
